year,weight_class,round,winner,winner_school,win_method,score,loser,loser_school
2026,145,Cons. Round 5,Madison Diaz,Grand View,decision,Dec 9-1,Maggie Ortmann,Missouri Baptist
2026,145,Cons. Round 5,Brooke-Lynn Rush,Missouri Valley,fall,Fall 5:10,Hayden Newberg,Indiana Tech
2026,145,Semifinal,Jordan Suarez,Wayland Baptist,fall,Fall 5:01,Kori Campbell,Lindsey Wilson
2026,145,Semifinal,Jamilah McBryde,Life,decision,Dec 4-3,Holland Wieber,Southern Oregon
2026,145,Cons. Round 4,Maggie Ortmann,Missouri Baptist,fall,Fall 1:46,Genesis Gilmore,Cumberlands
2026,145,Cons. Round 4,Madison Diaz,Grand View,fall,Fall 0:27,Elise Twait,Providence
2026,145,Cons. Round 4,Hayden Newberg,Indiana Tech,decision,Dec 5-2,Sarina Bertram,Missouri Valley
2026,145,Cons. Round 4,Brooke-Lynn Rush,Missouri Valley,decision,Dec 3-2,Gabriella Perez,Campbellsville
2026,145,Cons. Round 3,Maggie Ortmann,Missouri Baptist,fall,Fall 1:59,Amelia Fawcett,Life
2026,145,Cons. Round 3,Elise Twait,Providence,decision,Dec 4-1,Veil Foreman,Eastern Oregon
2026,145,Cons. Round 3,Hayden Newberg,Indiana Tech,fall,Fall 4:45,Naida Abdijanovic,William Penn
2026,145,Cons. Round 3,Brooke-Lynn Rush,Missouri Valley,decision,Dec 9-3,Emma Stice,Hastings
2026,145,Quarterfinal,Jordan Suarez,Wayland Baptist,tech fall,TF 12-0,Madison Diaz,Grand View
2026,145,Quarterfinal,Kori Campbell,Lindsey Wilson,decision,Dec 5-3,Genesis Gilmore,Cumberlands
2026,145,Quarterfinal,Holland Wieber,Southern Oregon,decision,Dec 5-3,Gabriella Perez,Campbellsville
2026,145,Quarterfinal,Jamilah McBryde,Life,tech fall,TF 10-0,Sarina Bertram,Missouri Valley
2026,145,Cons. Round 2,Maggie Ortmann,Missouri Baptist,decision,Dec 6-2,Bridgette Sotomayor,Doane
2026,145,Cons. Round 2,Amelia Fawcett,Life,fall,Fall 2:26,Alexis Means,Friends
2026,145,Cons. Round 2,Veil Foreman,Eastern Oregon,fall,Fall 3:32,Corin Lowe,Oklahoma City
2026,145,Cons. Round 2,Hayden Newberg,Indiana Tech,tech fall,TF 10-0,Niah Smith,Waldorf
2026,145,Cons. Round 2,Brooke-Lynn Rush,Missouri Valley,tech fall,TF 10-0,Alyvia Ming,Cumberlands
2026,145,Champ. Round 2,Jordan Suarez,Wayland Baptist,fall,Fall 1:57,Emma Stice,Hastings
2026,145,Champ. Round 2,Madison Diaz,Grand View,decision,Dec 6-4,Brooke-Lynn Rush,Missouri Valley
2026,145,Champ. Round 2,Kori Campbell,Lindsey Wilson,fall,Fall 1:57,Niah Smith,Waldorf
2026,145,Champ. Round 2,Genesis Gilmore,Cumberlands,decision,Dec 6-4,Naida Abdijanovic,William Penn
2026,145,Champ. Round 2,Gabriella Perez,Campbellsville,decision,Dec 10-3,Elise Twait,Providence
2026,145,Champ. Round 2,Holland Wieber,Southern Oregon,decision,Dec 4-0,Veil Foreman,Eastern Oregon
2026,145,Champ. Round 2,Sarina Bertram,Missouri Valley,tech fall,TF 10-0,Alexis Means,Friends
2026,145,Champ. Round 2,Jamilah McBryde,Life,tech fall,TF 10-0,Maggie Ortmann,Missouri Baptist
2026,145,Champ. Round 1,Jordan Suarez,Wayland Baptist,tech fall,TF 11-0,Bridgette Sotomayor,Doane
2026,145,Champ. Round 1,Madison Diaz,Grand View,decision,Dec 10-9,Amelia Fawcett,Life
2026,145,Champ. Round 1,Niah Smith,Waldorf,decision,Dec 9-4,Corin Lowe,Oklahoma City
2026,145,Champ. Round 1,Holland Wieber,Southern Oregon,decision,Dec 6-4,Hayden Newberg,Indiana Tech
2026,145,Champ. Round 1,Alexis Means,Friends,fall,Fall 3:59,Alyvia Ming,Cumberlands
2026,160,1st Place Match,Mercy Adekuoroye,Wayland Baptist,decision,Dec 6-3,Shannon Workinger,Evergreen State
2026,160,3rd Place Match,Latifah McBryde,Life,fall,Fall 2:44,Vida Boskovic,Southern Oregon
2026,160,5th Place Match,Bo Geibe,Indiana Tech,decision,Dec 8-2,Hailey Sutton,Providence
2026,160,7th Place Match,Micah Fisher-Miller,Cumberlands,fall,Fall 2:00,Darby Weidl,Ottawa
2026,160,Cons. Semi,Vida Boskovic,Southern Oregon,fall,Fall 1:16,Bo Geibe,Indiana Tech
2026,160,Cons. Semi,Latifah McBryde,Life,tech fall,TF 10-0,Hailey Sutton,Providence
2026,160,Cons. Round 5,Vida Boskovic,Southern Oregon,decision,Dec 9-7,Darby Weidl,Ottawa
2026,160,Cons. Round 5,Hailey Sutton,Providence,decision,Dec 8-0,Micah Fisher-Miller,Cumberlands
2026,160,Semifinal,Mercy Adekuoroye,Wayland Baptist,decision,Dec 8-6,Latifah McBryde,Life
2026,160,Semifinal,Shannon Workinger,Evergreen State,decision,Dec 7-4,Bo Geibe,Indiana Tech
2026,160,Cons. Round 4,Vida Boskovic,Southern Oregon,fall,Fall 1:08,Aspen Dodge,Providence
2026,160,Cons. Round 4,Darby Weidl,Ottawa,tech fall,TF 11-0,Mohagany Casel,Wayland Baptist
2026,160,Cons. Round 4,Hailey Sutton,Providence,decision,Dec 10-2,Sierra Mefford,Cumberlands
2026,160,Cons. Round 4,Micah Fisher-Miller,Cumberlands,fall,Fall 4:39,Allyssa Johnson,Central Methodist
2026,160,Cons. Round 3,Vida Boskovic,Southern Oregon,fall,Fall 2:33,Makayla Munoz,Oklahoma City
2026,160,Cons. Round 3,Mohagany Casel,Wayland Baptist,decision,Dec 6-1,Kylee Tait,Campbellsville
2026,160,Cons. Round 3,Sierra Mefford,Cumberlands,decision,Dec 9-1,Ja`Nya Banks,Midland
2026,160,Cons. Round 3,Micah Fisher-Miller,Cumberlands,fall,Fall 0:57,Berlyn Davis,Westcliff
2026,160,Quarterfinal,Latifah McBryde,Life,decision,Dec 9-0,Darby Weidl,Ottawa
2026,160,Quarterfinal,Mercy Adekuoroye,Wayland Baptist,fall,Fall 1:14,Aspen Dodge,Providence
2026,160,Quarterfinal,Bo Geibe,Indiana Tech,decision,Dec 9-3,Allyssa Johnson,Central Methodist
2026,160,Quarterfinal,Shannon Workinger,Evergreen State,decision,Dec 9-0,Hailey Sutton,Providence
2026,160,Cons. Round 2,Vida Boskovic,Southern Oregon,decision,Dec 5-3,Quilaztli Miguel-Lapham,Southern Oregon
2026,160,Cons. Round 2,Makayla Munoz,Oklahoma City,fall,Fall 4:50,Maria Slaughter,Missouri Valley
2026,160,Cons. Round 2,Mohagany Casel,Wayland Baptist,decision,Dec 4-2,Jayla Ford,Hastings
2026,160,Cons. Round 2,Sierra Mefford,Cumberlands,decision,Dec 6-3,Hailee Crosland,Baker
2026,160,Cons. Round 2,Micah Fisher-Miller,Cumberlands,fall,Fall 1:08,Nicole Olson,Grand View
2026,160,Cons. Round 2,Berlyn Davis,Westcliff,fall,Fall 2:34,Justice Thomas,Ottawa
2026,160,Champ. Round 2,Latifah McBryde,Life,fall,Fall 1:03,Berlyn Davis,Westcliff
2026,160,Champ. Round 2,Darby Weidl,Ottawa,decision,Dec 11-5,Micah Fisher-Miller,Cumberlands
2026,160,Champ. Round 2,Aspen Dodge,Providence,fall,Fall 4:32,Ja`Nya Banks,Midland
2026,160,Champ. Round 2,Mercy Adekuoroye,Wayland Baptist,tech fall,TF 10-0,Hailee Crosland,Baker
2026,160,Champ. Round 2,Allyssa Johnson,Central Methodist,decision,Dec 5-2,Mohagany Casel,Wayland Baptist
2026,160,Champ. Round 2,Bo Geibe,Indiana Tech,tech fall,TF 10-0,Kylee Tait,Campbellsville
2026,160,Champ. Round 2,Hailey Sutton,Providence,decision,Dec 9-2,Maria Slaughter,Missouri Valley
2026,160,Champ. Round 2,Shannon Workinger,Evergreen State,tech fall,TF 10-0,Vida Boskovic,Southern Oregon
2026,160,Champ. Round 1,Latifah McBryde,Life,tech fall,TF 11-0,Quilaztli Miguel-Lapham,Southern Oregon
2026,160,Champ. Round 1,Darby Weidl,Ottawa,tech fall,TF 10-0,Makayla Munoz,Oklahoma City
2026,160,Champ. Round 1,Hailee Crosland,Baker,fall,Fall 1:47,Jayla Ford,Hastings
2026,160,Champ. Round 1,Mohagany Casel,Wayland Baptist,decision,Dec 6-2,Sierra Mefford,Cumberlands
2026,160,Champ. Round 1,Maria Slaughter,Missouri Valley,fall,Fall 0:46,Nicole Olson,Grand View
2026,160,Champ. Round 1,Vida Boskovic,Southern Oregon,fall,Fall 0:45,Justice Thomas,Ottawa
2026,180,1st Place Match,Piper Fowler,William Penn,fall,Fall 1:09,Andjela Prijovic,Grand View
2026,180,3rd Place Match,Reka Busa,Life,decision,Dec 6-0,Kathryn Hingano,Southern Oregon
2026,180,5th Place Match,Siara Arrington,Ottawa,decision,Dec 5-0,Hannah Jackson,Ottawa
2026,180,7th Place Match,Saiheron Preciado-Meza,Cumberlands,fall,Fall 1:38,Autumn Perez,Missouri Valley
2026,180,Cons. Semi,Kathryn Hingano,Southern Oregon,fall,Fall 4:11,Siara Arrington,Ottawa
2026,180,Cons. Semi,Reka Busa,Life,tech fall,TF 10-0,Hannah Jackson,Ottawa
2026,180,Cons. Round 5,Siara Arrington,Ottawa,decision,Dec 8-6,Saiheron Preciado-Meza,Cumberlands
2026,180,Cons. Round 5,Hannah Jackson,Ottawa,decision,Dec 5-2,Autumn Perez,Missouri Valley
2026,180,Semifinal,Piper Fowler,William Penn,fall,Fall 2:30,Reka Busa,Life
2026,180,Semifinal,Andjela Prijovic,Grand View,tech fall,TF 12-1,Kathryn Hingano,Southern Oregon
2026,180,Cons. Round 4,Siara Arrington,Ottawa,decision,Dec 5-0,Diara Pomares,William Penn
2026,180,Cons. Round 4,Saiheron Preciado-Meza,Cumberlands,tech fall,TF 11-0,Margaret Jordan,Baker
2026,180,Cons. Round 4,Autumn Perez,Missouri Valley,fall,Fall 2:02,Ambre Chevreau,Wayland Baptist
2026,180,Cons. Round 4,Hannah Jackson,Ottawa,decision,Dec 5-0,Katelyn Lewis,Lindsey Wilson
2026,180,Cons. Round 3,Diara Pomares,William Penn,decision,Dec 6-1,Kassidy Sigda,Providence
2026,180,Cons. Round 3,Margaret Jordan,Baker,fall,Fall 0:52,Abby Piper,William Woods
2026,180,Cons. Round 3,Autumn Perez,Missouri Valley,fall,Fall 1:07,Bailee Nelson,Friends
2026,180,Cons. Round 3,Katelyn Lewis,Lindsey Wilson,fall,Fall 3:48,Payton Sholander,Wayland Baptist
2026,180,Quarterfinal,Reka Busa,Life,fall,Fall 4:03,Saiheron Preciado-Meza,Cumberlands
2026,180,Quarterfinal,Piper Fowler,William Penn,fall,Fall 1:53,Siara Arrington,Ottawa
2026,180,Quarterfinal,Andjela Prijovic,Grand View,decision,Dec 5-2,Hannah Jackson,Ottawa
2026,180,Quarterfinal,Kathryn Hingano,Southern Oregon,fall,Fall 0:40,Ambre Chevreau,Wayland Baptist
2026,180,Cons. Round 2,Margaret Jordan,Baker,decision,Dec 1-1,Johanna Carrasco,Baker
2026,180,Cons. Round 2,Autumn Perez,Missouri Valley,fall,Fall 2:22,Kenlee Fish,Missouri Baptist
2026,180,Cons. Round 2,Payton Sholander,Wayland Baptist,fall,Fall 1:11,Yazmin Belk,Doane
2026,180,Champ. Round 2,Reka Busa,Life,fall,Fall 0:44,Payton Sholander,Wayland Baptist
2026,180,Champ. Round 2,Saiheron Preciado-Meza,Cumberlands,decision,Dec 3-1,Katelyn Lewis,Lindsey Wilson
2026,180,Champ. Round 2,Siara Arrington,Ottawa,decision,Dec 6-3,Kenlee Fish,Missouri Baptist
2026,180,Champ. Round 2,Piper Fowler,William Penn,fall,Fall 1:46,Bailee Nelson,Friends
2026,180,Champ. Round 2,Hannah Jackson,Ottawa,decision,Dec 8-2,Abby Piper,William Woods
2026,180,Champ. Round 2,Andjela Prijovic,Grand View,tech fall,TF 11-0,Johanna Carrasco,Baker
2026,180,Champ. Round 2,Ambre Chevreau,Wayland Baptist,tech fall,TF 10-0,Kassidy Sigda,Providence
2026,180,Champ. Round 2,Kathryn Hingano,Southern Oregon,decision,Dec 4-3,Diara Pomares,William Penn
2026,180,Champ. Round 1,Siara Arrington,Ottawa,fall,Fall 2:24,Margaret Jordan,Baker
2026,180,Champ. Round 1,Andjela Prijovic,Grand View,fall,Fall 4:11,Autumn Perez,Missouri Valley
2026,180,Champ. Round 1,Kathryn Hingano,Southern Oregon,fall,Fall 1:10,Yazmin Belk,Doane
2026,207,1st Place Match,Lillian Gradillas-Flores,Southern Oregon,decision,Dec 2-1,Haley Ward,Avila
2026,207,3rd Place Match,Leilani Sanchez,Wayland Baptist,fall,Fall 0:56,Carla Campos,Texas Wesleyan
2026,207,5th Place Match,Selena Mares,Grand View,fall,Fall 3:33,Madeline Welch,Life
2026,207,7th Place Match,Kylee Lindsley,Ottawa,fall,Fall 5:57,Hayeni Costa,Lindsey Wilson
2026,207,Cons. Semi,Leilani Sanchez,Wayland Baptist,fall,Fall 5:26,Selena Mares,Grand View
2026,207,Cons. Semi,Carla Campos,Texas Wesleyan,decision,Dec 4-2,Madeline Welch,Life
2026,207,Cons. Round 5,Leilani Sanchez,Wayland Baptist,fall,Fall 2:20,Kylee Lindsley,Ottawa
2026,207,Cons. Round 5,Madeline Welch,Life,decision,Dec 5-4,Hayeni Costa,Lindsey Wilson
2026,207,Semifinal,Lillian Gradillas-Flores,Southern Oregon,tech fall,TF 12-1,Carla Campos,Texas Wesleyan
2026,207,Semifinal,Haley Ward,Avila,decision,Dec 3-2,Selena Mares,Grand View
2026,207,Cons. Round 4,Kylee Lindsley,Ottawa,fall,Fall 1:00,Kena Leonard,Ottawa
2026,207,Cons. Round 4,Leilani Sanchez,Wayland Baptist,fall,Fall 5:35,Faith Wooley,Wayland Baptist
2026,207,Cons. Round 4,Hayeni Costa,Lindsey Wilson,decision,Dec 13-8,Naomi Duenas,Cumberlands
2026,207,Cons. Round 4,Madeline Welch,Life,decision,Dec 11-2,Phoebe Burt,William Penn
2026,207,Cons. Round 3,Kylee Lindsley,Ottawa,fall,Fall 3:57,Madeleine Stone,Baker
2026,207,Cons. Round 3,Faith Wooley,Wayland Baptist,fall,Fall 1:21,Kiona Michel,Eastern Oregon
2026,207,Cons. Round 3,Hayeni Costa,Lindsey Wilson,decision,Dec 6-2,Jessica Rodriguez,Doane
2026,207,Cons. Round 3,Phoebe Burt,William Penn,decision,Dec 2-1,Cheyenne Cruce,Lindsey Wilson
2026,207,Quarterfinal,Lillian Gradillas-Flores,Southern Oregon,fall,Fall 5:08,Leilani Sanchez,Wayland Baptist
2026,207,Quarterfinal,Carla Campos,Texas Wesleyan,decision,Dec 5-3,Kena Leonard,Ottawa
2026,207,Quarterfinal,Selena Mares,Grand View,fall,Fall 1:21,Madeline Welch,Life
2026,207,Quarterfinal,Haley Ward,Avila,fall,Fall 2:31,Naomi Duenas,Cumberlands
2026,207,Cons. Round 2,Kylee Lindsley,Ottawa,fall,Fall 2:07,Destiny Marquez,Cumberlands
2026,207,Cons. Round 2,Faith Wooley,Wayland Baptist,fall,Fall 1:59,Skyler Bruno,Waldorf
2026,207,Cons. Round 2,Kiona Michel,Eastern Oregon,fall,Fall 4:13,Taylor Rickley,Hastings
2026,207,Cons. Round 2,Hayeni Costa,Lindsey Wilson,tech fall,TF 12-2,Fernanda Canedo,Westcliff
2026,207,Cons. Round 2,Cheyenne Cruce,Lindsey Wilson,tech fall,TF 11-0,Alexis Llamas,Hastings
2026,207,Champ. Round 2,Lillian Gradillas-Flores,Southern Oregon,fall,Fall 4:53,Cheyenne Cruce,Lindsey Wilson
2026,207,Champ. Round 2,Leilani Sanchez,Wayland Baptist,fall,Fall 5:13,Phoebe Burt,William Penn
2026,207,Champ. Round 2,Kena Leonard,Ottawa,decision,Dec 6-1,Jessica Rodriguez,Doane
2026,207,Champ. Round 2,Carla Campos,Texas Wesleyan,tech fall,TF 11-1,Fernanda Canedo,Westcliff
2026,207,Champ. Round 2,Selena Mares,Grand View,fall,Fall 0:43,Kiona Michel,Eastern Oregon
2026,207,Champ. Round 2,Madeline Welch,Life,fall,Fall 1:40,Faith Wooley,Wayland Baptist
2026,207,Champ. Round 2,Naomi Duenas,Cumberlands,fall,Fall 2:40,Kylee Lindsley,Ottawa
2026,207,Champ. Round 2,Haley Ward,Avila,fall,Fall 4:15,Madeleine Stone,Baker
2026,207,Champ. Round 1,Leilani Sanchez,Wayland Baptist,decision,Dec 5-3,Destiny Marquez,Cumberlands
2026,207,Champ. Round 1,Jessica Rodriguez,Doane,fall,Fall 1:56,Skyler Bruno,Waldorf
2026,207,Champ. Round 1,Carla Campos,Texas Wesleyan,tech fall,TF 12-0,Taylor Rickley,Hastings
2026,207,Champ. Round 1,Selena Mares,Grand View,fall,Fall 3:00,Hayeni Costa,Lindsey Wilson
2026,207,Champ. Round 1,Haley Ward,Avila,tech fall,TF 11-0,Alexis Llamas,Hastings
2025,103,Champ. Round 1,Alexis Hatfield,Avila,Dec,7-0,Nayeli Flores Roque,Eastern Oregon
2025,103,Champ. Round 1,Karina Vang,Doane,TF,12-2,Eyvori Jacquez,Saint Mary
2025,103,Champ. Round 1,Katherine Hernandez,Life,Fall,3:18,Morgan Repasky,Montreat
2025,110,Champ. Round 1,Anaya Falcon,Life,Dec,9-2,Rodiah Adeduntan,Lindsey Wilson
2025,110,Champ. Round 1,Hailey Holland,Missouri Valley,TF,10-0,Allison Hancher,Indiana Tech
2025,110,Champ. Round 1,Lita Cruz,Grand View,Fall,0:59,Iby Garcia,Oklahoma City
2025,110,Champ. Round 1,Reagan Thomas,Lindsey Wilson,Dec,4-4,Jenna Gerhardt,Dickinson State
2025,110,Champ. Round 1,Tristan Nitta,Grand View,Fall,2:00,Sarah Pineda,Missouri Valley
2025,117,Champ. Round 1,Shammilka Miranda,Cumberlands,Dec,6-0,Marissa Kurtz,Southern Oregon
2025,117,Champ. Round 1,Jasmine Howard,Southern Oregon,TF,10-0,Larhae Whaley,Dickinson State
2025,117,Champ. Round 1,Katherine Heath,Baker,TF,15-2,Kendall Martin,Ottawa
2025,124,Champ. Round 1,Cristelle Rodriguez,Doane,Fall,1:12,Presley Anderson,Cumberlands
2025,124,Champ. Round 1,Kamilah Brooks,Lindsey Wilson,TF,10-0,Kaylee Annis,Southern Oregon
2025,124,Champ. Round 1,Rose Kaplan,Indiana Tech,TF,12-1,Ariana Martinez,Life
2025,124,Champ. Round 1,Jasmina Immaeva,Missouri Valley,TF,15-4,Jill High,York
2025,124,Champ. Round 1,Joanna Vanderwood,William Penn,TF,10-0,Kadence Beck,Eastern Oregon
2025,124,Champ. Round 1,Anna Krejsa,Life,Fall,2:18,Sydney Bridenstine,Lindsey Wilson
2025,124,Champ. Round 1,Alyssa Randles,Providence,Dec,8-1,Malia Welch,Southern Oregon
2025,124,Champ. Round 1,Ellabelle Taylor,Evergreen State,Dec,6-2,Emily Paulino,Midland
2025,124,Champ. Round 1,Katie Gomez,Cumberlands,TF,10-0,Chloe Herrick,Missouri Baptist
2025,131,Champ. Round 1,Ashlee Palimoo,Doane,Dec,4-2,Annabelle Suto,Cumberlands
2025,131,Champ. Round 1,Jumoke Adekoye,Dickinson State,TF,11-0,Nicole Redmond,Avila
2025,131,Champ. Round 1,Larissa Kaz,Hastings,TF,10-0,Andrea Hernandez,Indiana Tech
2025,131,Champ. Round 1,Sarah Savidge,Life,TF,10-0,Keera Lacock,Dakota Wesleyan
2025,131,Champ. Round 1,Xochitl Mota-Pettis,Missouri Valley,TF,10-0,Keira Nartatez,Midland
2025,131,Champ. Round 1,Olivia Mottley,Life,TF,11-0,Destiny Campbell,Oklahoma City
2025,131,Champ. Round 1,Mary Jane Porter,Cumberlands,Fall,4:01,Emma Truex,Ottawa
2025,138,Champ. Round 1,Gabriella Perez,Campbellsville,Dec,9-1,Lilly Gough,Central Methodist
2025,138,Champ. Round 1,Kendall Bostelman,William Penn,Fall,0:30,Tabitha Wood,Hastings
2025,138,Champ. Round 1,Isabelle Hawley,William Penn,Fall,0:29,Jaclyn Riedinger,Avila
2025,138,Champ. Round 1,Serenity De La Garza,Missouri Valley,TF,10-0,Livia Swift,Ottawa
2025,145,Champ. Round 1,Jamilah McBryde,Life,Fall,1:05,Holland Wieber,Southern Oregon
2025,145,Champ. Round 1,Lisa Hoeflich,Hastings,Dec,7-2,Makena Schramm,Midland
2025,145,Champ. Round 1,Sevreign Aumua,Missouri Valley,TF,12-0,Aevri Ciha,Doane
2025,145,Champ. Round 1,Esther Kolawole,William Penn,TF,10-0,Alivia Ming,Cumberlands
2025,145,Champ. Round 1,Anastasia Hardin,Missouri Baptist,Fall,3:46,Aniseta Acosta,Missouri Valley
2025,145,Champ. Round 1,Josselinne Campos,Lindsey Wilson,Dec,5-4,Esther Han,Providence
2025,145,Champ. Round 1,Liv Wieber,Eastern Oregon,Fall,2:35,Makayla Munoz,Oklahoma City
2025,160,Champ. Round 1,Abigail Sebesta,Ottawa,Fall,1:04,Isabella Deeds,Hastings
2025,160,Champ. Round 1,Josette Partney,Missouri Baptist,TF,10-0,Mohagany Casel,Wayland Baptist
2025,160,Champ. Round 1,Quilaztli Miguel,Southern Oregon,Fall,2:24,Amelia Frounfelter,Saint Mary
2025,160,Champ. Round 1,Darby Weidl,Ottawa,TF,10-0,Lamia Benn,Doane
2025,180,Champ. Round 1,Saiheron Preciado-Meza,Cumberlands,Fall,2:42,Emma Schreiber,Missouri Baptist
2025,180,Champ. Round 1,Bailey Dennis,Southern Oregon,Dec,10-3,Ella Murphey,Oklahoma City
2025,180,Champ. Round 1,Yazmin Belk,Doane,Fall,2:59,Kaylee Davis,Ottawa
2025,180,Champ. Round 1,America Lopez,William Penn,Fall,3:00,Catherine McNulty,Indiana Tech
2025,180,Champ. Round 1,India Page,Lindsey Wilson,Dec,7-3,Kyree Rubio,Westcliff
2025,207,Champ. Round 1,Olivia Brown,Grand View,Dec,3-0,Brianna Staebler,Campbellsville
2025,207,Champ. Round 1,Hailey Romero,Doane,Fall,1:50,Kena Leonard,Ottawa
2025,207,Champ. Round 1,Bella Porcelli,Grand View,Fall,1:47,Naomi Duenas,Cumberlands
2025,103,Champ. Round 2,Erin Hikiji,Providence,Fall,0:53,Alexis Hatfield,Avila
2025,103,Champ. Round 2,Angelina Casteneda,Cumberlands,Fall,1:47,Devyn Moore,Grand View
2025,103,Champ. Round 2,Judy Sandoval,Grand View,Fall,2:35,Sofia Abramson,Oklahoma City
2025,103,Champ. Round 2,Karina Vang,Doane,Fall,3:35,Olivia Atkins,William Penn
2025,103,Champ. Round 2,Alexis Miller,Oklahoma City,Fall,1:37,Lillian Zapata,William Penn
2025,103,Champ. Round 2,Dutchess King,Cumberlands,TF,10-0,Alanis Serrano-Rios,Waldorf
2025,103,Champ. Round 2,Makayla Young,Indiana Tech,Dec,3-1,Isabella Bocanegra,Providence
2025,103,Champ. Round 2,Katherine Hernandez,Life,Dec,4-4,Malarie Dominguez,Wayland Baptist
2025,110,Champ. Round 2,Anaya Falcon,Life,Fall,2:23,Kayla Shota,Providence
2025,110,Champ. Round 2,Alexsys Jacquez,Saint Mary,TF,13-2,Hailey Holland,Missouri Valley
2025,110,Champ. Round 2,Lita Cruz,Grand View,Fall,1:39,Telsarina Walter,Eastern Oregon
2025,110,Champ. Round 2,Emma Baertlein,Southern Oregon,TF,10-0,Jaden Breeden,Doane
2025,110,Champ. Round 2,Paige Morales,Providence,Fall,1:29,Reagan Thomas,Lindsey Wilson
2025,110,Champ. Round 2,Tehani Soares,Indiana Tech,Dec,6-0,Nia Avelino,Eastern Oregon
2025,110,Champ. Round 2,Tristan Nitta,Grand View,Fall,2:40,Nizhoni Tallman-Olney,Evergreen State
2025,110,Champ. Round 2,Stefana Jelacic,Lourdes,TF,14-2,Aynsley Fink,Ottawa
2025,117,Champ. Round 2,Christianah Ogunsanya,William Penn,TF,12-2,Callie Payton,Lindsey Wilson
2025,117,Champ. Round 2,Shammilka Miranda,Cumberlands,Fall,2:13,Victoria Nunez,Central Methodist
2025,117,Champ. Round 2,Jasmine Howard,Southern Oregon,Fall,0:58,Julia Breeden,Doane
2025,117,Champ. Round 2,Cailin Campbell,Grand View,TF,12-0,Jamesa Robinson,Brewton-Parker
2025,117,Champ. Round 2,Salyna Shotwell,Life,Fall,4:08,Irma Retano,Eastern Oregon
2025,117,Champ. Round 2,Mayangelie Colon Davila,Grand View,TF,10-0,Mora Peterson,Doane
2025,117,Champ. Round 2,Katherine Heath,Baker,TF,12-1,Icart Galumette,Campbellsville
2025,117,Champ. Round 2,Camille Fournier,Texas Wesleyan,Fall,2:25,Alicia Frank,Providence
2025,124,Champ. Round 2,Cristelle Rodriguez,Doane,Fall,0:48,Tess Barnett,Wayland Baptist
2025,124,Champ. Round 2,Kamilah Brooks,Lindsey Wilson,Dec,9-6,Kylie Robledo,Baker
2025,124,Champ. Round 2,Rose Kaplan,Indiana Tech,Dec,8-3,Catherine Steinkamp,William Penn
2025,124,Champ. Round 2,Jasmina Immaeva,Missouri Valley,Dec,9-2,Catharine Campbell,Grand View
2025,124,Champ. Round 2,Joanna Vanderwood,William Penn,TF,10-0,Peyton Hand,Ottawa
2025,124,Champ. Round 2,Maya Davis,Grand View,TF,15-4,Anna Krejsa,Life
2025,124,Champ. Round 2,Ellabelle Taylor,Evergreen State,Dec,10-7,Alyssa Randles,Providence
2025,124,Champ. Round 2,Katie Gomez,Cumberlands,TF,10-0,Isla Baeza,Missouri Valley
2025,124,Cons. Round 1,Malia Welch,Southern Oregon,TF,11-0,Emily Paulino,Midland
2025,131,Champ. Round 2,Carolina Moreno,Southern Oregon,TF,10-0,Cameron Ortiz,Campbellsville
